Camera ID,Product ID,Product Name,Total Count
1,1,Bell Crank,5
1,3,Brake Drum 3711,38
1,5,Diff Cover,1
1,6,Econodo LH,2
1,7,Econodo RH,0
1,10,Eicher Brake Drum 7301,20
1,13,SD Hub,0
1,15,Suspension Pivot,0
