Camera ID,Product ID,Product Name,Total Count
1,1,Bell Crank,40
1,3,Brake Drum 3711,103
1,5,Diff Cover,0
1,6,Econodo LH,0
1,7,Econodo RH,0
1,10,Eicher Brake Drum 7301,4
1,13,SD Hub,2
1,15,Suspension Pivot,0
